item_id,project_id,category,sub_category,item_name,unit,quantity,rate_per_unit_inr,amount_inr
ITM014829,PRJ0463,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,2.0,73018.2,146036.4
ITM014831,PRJ0464,Civil,Plastering,External cement plaster 20mm,sqm,2654.84,271.21,720019.16
ITM014834,PRJ0464,Civil,Concrete,RCC M25 for footings/columns,cum,79.39,10662.01,846456.97
ITM014842,PRJ0464,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,1.0,45520.8,45520.8
ITM014844,PRJ0464,Electrical,Lighting,LED street/flood light 50W,nos,4.0,2877.12,11508.48
ITM014883,PRJ0465,Electrical,Switchgear,Main LT panel (custom),nos,4.0,177133.87,708535.48
ITM014900,PRJ0466,Civil,Masonry,AAC block masonry (200mm),sqm,38374.51,692.15,26560917.1
ITM014920,PRJ0466,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,2848.96,922.23,2627396.38
ITM014923,PRJ0466,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,5.0,57889.35,289446.75
ITM014925,PRJ0466,Plumbing,Pumps,Centrifugal water pump set,nos,4.0,37130.51,148522.04
ITM014933,PRJ0467,Civil,Flooring,Granite flooring,sqm,19124.35,3415.09,65311376.44
ITM014953,PRJ0467,Electrical,Lighting,Emergency exit light,nos,121.0,1119.37,135443.77
ITM014958,PRJ0468,Civil,Concrete,RCC M25 for slabs/beams,cum,3609.76,9372.21,33831428.77
ITM014967,PRJ0468,Civil,Earthwork,Backfilling with excavated earth,cum,894.31,148.62,132912.35
ITM014981,PRJ0468,Electrical,Sockets and Switches,Modular switch/socket points,nos,871.0,537.92,468528.32
ITM014987,PRJ0468,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,9547.21,228.66,2183065.04
ITM014993,PRJ0469,Civil,Painting,Interior emulsion paint (2 coats),sqm,217567.16,139.8,30415888.97
ITM015026,PRJ0470,Civil,Flooring,Vitrified tile flooring,sqm,123392.53,1414.73,174567113.97
ITM015032,PRJ0470,Civil,Earthwork,Excavation for foundation,cum,1963.97,262.81,516150.96
ITM015057,PRJ0471,Civil,Roofing,RCC roof slab with waterproofing,sqm,92246.48,1862.87,171843200.2
ITM015059,PRJ0471,Civil,Concrete,RCC M25 for footings/columns,cum,2577.45,9249.93,23841232.08
ITM015062,PRJ0471,Civil,Concrete,RCC M25 for slabs/beams,cum,3913.16,10330.59,40425251.56
ITM015063,PRJ0471,Civil,Flooring,Granite flooring,sqm,21264.07,3261.12,69344683.96
ITM015067,PRJ0471,Civil,Earthwork,Backfilling with excavated earth,cum,1107.7,178.43,197646.91
ITM015076,PRJ0471,Electrical,DG Set,Diesel generator set (backup),nos,1.0,624545.95,624545.95
ITM015085,PRJ0471,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,79053.25,34.69,2742357.24
ITM015088,PRJ0471,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,14892.09,322.45,4801954.42
ITM015091,PRJ0472,Civil,Plastering,External cement plaster 20mm,sqm,418324.42,286.54,119866679.31
ITM015098,PRJ0472,Civil,Masonry,AAC block masonry (200mm),sqm,90554.45,723.51,65517050.12
ITM015107,PRJ0472,Electrical,Transformer,Distribution transformer (as per load calc),nos,2.0,514635.97,1029271.94
ITM015109,PRJ0472,Electrical,Earthing,Earthing pit with GI strip,nos,114.0,5954.24,678783.36
ITM015110,PRJ0472,Electrical,Switchgear,MCB distribution board (8-way),nos,352.0,2062.45,725982.4
ITM015129,PRJ0473,Civil,Doors and Windows,Aluminium windows with glazing,sqm,5002.63,4237.48,21198544.57
ITM015130,PRJ0473,Civil,Roofing,RCC roof slab with waterproofing,sqm,55882.74,1587.94,88738438.16
ITM015139,PRJ0473,Civil,Painting,Interior emulsion paint (2 coats),sqm,124298.65,133.61,16607542.63
ITM015141,PRJ0473,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,683.21,4626.02,3160543.12
ITM015157,PRJ0473,Electrical,Switchgear,MCB distribution board (8-way),nos,81.0,1935.44,156770.64
ITM015174,PRJ0474,Civil,Concrete,RCC M25 for footings/columns,cum,1808.09,8074.4,14599241.9
ITM015180,PRJ0474,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,597077.64,597077.64
ITM015189,PRJ0474,Plumbing,Pumps,Centrifugal water pump set,nos,6.0,31590.16,189540.96
ITM015190,PRJ0474,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,7991.19,224.4,1793223.04
ITM015214,PRJ0475,Electrical,Lighting,LED street/flood light 50W,nos,70.0,2756.02,192921.4
ITM015237,PRJ0476,Civil,Flooring,Vitrified tile flooring,sqm,118848.59,1267.58,150650095.71
ITM015248,PRJ0476,Civil,Concrete,RCC M25 for footings/columns,cum,3110.04,8334.73,25921343.69
ITM015264,PRJ0476,Plumbing,Pumps,Centrifugal water pump set,nos,9.0,25328.85,227959.65
ITM015275,PRJ0477,Civil,Reinforcement,TMT steel bars Fe 500,kg,1112109.02,63.33,70429864.24
ITM015277,PRJ0477,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,25529.99,333.21,8506847.97
ITM015278,PRJ0477,Civil,Masonry,AAC block masonry (200mm),sqm,77425.58,532.22,41207442.19
ITM015279,PRJ0477,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,131689.29,707.86,93217580.82
ITM015283,PRJ0477,Electrical,Switchgear,Main LT panel (custom),nos,4.0,94714.9,378859.6
ITM015289,PRJ0477,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,6758.97,774.57,5235295.39
ITM015302,PRJ0478,Civil,Painting,Exterior weatherproof paint,sqm,1659.58,132.95,220641.16
ITM015305,PRJ0478,Civil,Masonry,AAC block masonry (200mm),sqm,476.7,591.72,282072.92
ITM015310,PRJ0478,Electrical,Lighting,LED street/flood light 50W,nos,2.0,2454.43,4908.86
ITM015311,PRJ0478,Electrical,Sockets and Switches,Modular switch/socket points,nos,21.0,395.82,8312.22
ITM015313,PRJ0478,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,1.0,39661.53,39661.53
ITM015319,PRJ0478,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,2.0,9389.25,18778.5
ITM015324,PRJ0479,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,20028.68,299.01,5988775.61
ITM015328,PRJ0479,Civil,Earthwork,Excavation for foundation,cum,5180.29,180.56,935353.16
ITM015329,PRJ0479,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,2405.11,4375.47,10523486.65
ITM015330,PRJ0479,Civil,Concrete,RCC M25 for footings/columns,cum,5743.54,7929.03,45540700.97
ITM015337,PRJ0479,Civil,Roofing,RCC roof slab with waterproofing,sqm,230871.99,1468.63,339065530.67
ITM015347,PRJ0479,Electrical,Earthing,Earthing pit with GI strip,nos,97.0,3850.62,373510.14
ITM015356,PRJ0480,Civil,Plastering,Internal cement plaster 12mm,sqm,82660.3,225.1,18606833.53
ITM015367,PRJ0480,Electrical,Sockets and Switches,Modular switch/socket points,nos,629.0,614.22,386344.38
ITM015382,PRJ0480,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,24.0,12390.61,297374.64
ITM015389,PRJ0481,Civil,Painting,Exterior weatherproof paint,sqm,363709.69,114.54,41659307.89
ITM015391,PRJ0481,Civil,Flooring,Vitrified tile flooring,sqm,369403.59,853.35,315230553.53
ITM015393,PRJ0481,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,43249.73,446.18,19297164.53
ITM015394,PRJ0481,Civil,Concrete,RCC M25 for slabs/beams,cum,17078.74,8716.61,148868715.87
ITM015398,PRJ0481,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,3869.74,4717.37,18254995.38
ITM015400,PRJ0481,Electrical,Switchgear,MCCB panel 200A,nos,42.0,26138.33,1097809.86
ITM015408,PRJ0481,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,262780.04,27.34,7184406.29
ITM015420,PRJ0482,Civil,Earthwork,Excavation for foundation,cum,4283.0,277.4,1188104.2
ITM015426,PRJ0482,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,21527.84,472.43,10170397.45
ITM015436,PRJ0482,Electrical,Earthing,Earthing pit with GI strip,nos,78.0,3965.57,309314.46
ITM015443,PRJ0482,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,106087.39,46.25,4906541.79
ITM015445,PRJ0482,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,35257.76,236.32,8332113.84
ITM015449,PRJ0483,Civil,Masonry,AAC block masonry (200mm),sqm,32282.09,673.18,21731657.35
ITM015465,PRJ0483,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,78338.94,66.67,5222857.13
ITM015466,PRJ0483,Electrical,Lighting,LED panel light 18W,nos,979.0,561.58,549786.82
ITM015472,PRJ0483,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,107750.22,35.85,3862845.39
ITM015476,PRJ0483,Plumbing,Pumps,Centrifugal water pump set,nos,6.0,37295.38,223772.28
ITM015489,PRJ0484,Civil,Painting,Exterior weatherproof paint,sqm,124507.43,145.46,18110850.77
ITM015494,PRJ0484,Civil,Flooring,Vitrified tile flooring,sqm,89891.92,1248.87,112263322.13
ITM015497,PRJ0484,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,1331.73,818.56,1090100.91
ITM015504,PRJ0484,Electrical,Lighting,LED panel light 18W,nos,1339.0,688.06,921312.34
ITM015508,PRJ0484,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,57147.44,56.92,3252832.28
ITM015514,PRJ0485,Civil,Reinforcement,TMT steel bars Fe 500,kg,424287.84,72.06,30574181.75
ITM015518,PRJ0485,Civil,Doors and Windows,Flush doors with frame,nos,84.0,13393.8,1125079.2
ITM015525,PRJ0485,Electrical,Switchgear,Main LT panel (custom),nos,1.0,113989.73,113989.73
ITM015549,PRJ0486,Civil,Painting,Interior emulsion paint (2 coats),sqm,527982.28,109.46,57792940.37
ITM015553,PRJ0486,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,23209.36,537.51,12475263.09
ITM015557,PRJ0486,Civil,Masonry,AAC block masonry (200mm),sqm,71469.96,667.0,47670463.32
ITM015561,PRJ0486,Electrical,Switchgear,MCB distribution board (8-way),nos,296.0,3075.6,910377.6
ITM015572,PRJ0486,Electrical,Earthing,Earthing pit with GI strip,nos,94.0,4676.82,439621.08
ITM015582,PRJ0487,Civil,Plastering,External cement plaster 20mm,sqm,195413.66,288.46,56369024.36
ITM015587,PRJ0487,Civil,Structural Steel,Structural steel fabrication & erection,kg,408977.39,139.41,57015537.94
ITM015593,PRJ0487,Electrical,Lighting,LED street/flood light 50W,nos,285.0,2271.38,647343.3
ITM015596,PRJ0487,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,127822.32,67.62,8643345.28
ITM015602,PRJ0487,Electrical,Cable Trays,GI perforated cable tray,meter,13877.91,423.16,5872576.4
ITM015604,PRJ0487,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,194.0,10935.4,2121467.6
ITM015613,PRJ0488,Civil,Plastering,Internal cement plaster 12mm,sqm,206777.52,206.62,42724371.18
ITM015614,PRJ0488,Civil,Painting,Exterior weatherproof paint,sqm,112143.31,118.44,13282253.64
ITM015617,PRJ0488,Civil,Reinforcement,TMT steel bars Fe 500,kg,388352.89,65.95,25611873.1
ITM015618,PRJ0488,Electrical,Switchgear,MCCB panel 200A,nos,11.0,25537.52,280912.72
ITM015619,PRJ0488,Electrical,Switchgear,MCB distribution board (8-way),nos,79.0,2645.22,208972.38
ITM015624,PRJ0488,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,60534.21,46.67,2825131.58
ITM015629,PRJ0488,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,11182.32,270.5,3024817.56
ITM015630,PRJ0488,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,16573.54,202.61,3357964.94
ITM015643,PRJ0489,Civil,Painting,Interior emulsion paint (2 coats),sqm,259573.66,100.38,26056003.99
ITM015662,PRJ0489,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,111111.36,35.93,3992231.16
ITM015667,PRJ0489,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,24350.18,191.33,4658919.94
ITM015677,PRJ0490,Civil,Masonry,AAC block masonry (200mm),sqm,9670.22,595.61,5759679.73
ITM015678,PRJ0490,Electrical,Switchgear,MCB distribution board (8-way),nos,37.0,2567.88,95011.56
ITM015679,PRJ0490,Electrical,Lighting,LED panel light 18W,nos,360.0,636.02,228967.2
ITM015686,PRJ0490,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,16602.53,43.41,720715.83
ITM015690,PRJ0490,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,2.0,73945.5,147891.0
ITM015695,PRJ0491,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,14798.09,409.48,6059521.89
ITM015709,PRJ0491,Electrical,Earthing,Earthing pit with GI strip,nos,47.0,4712.21,221473.87
ITM015722,PRJ0491,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,181.0,6781.16,1227389.96
ITM015731,PRJ0492,Civil,Doors and Windows,Flush doors with frame,nos,179.0,12716.95,2276334.05
ITM015739,PRJ0492,Civil,Plastering,Internal cement plaster 12mm,sqm,432130.05,195.46,84464139.57
ITM015750,PRJ0492,Electrical,Cable Trays,GI perforated cable tray,meter,10962.79,461.77,5062287.54
ITM015753,PRJ0492,Electrical,Earthing,Earthing pit with GI strip,nos,50.0,4350.48,217524.0
ITM015758,PRJ0492,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,8.0,83707.79,669662.32
ITM015760,PRJ0492,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,290.0,3382.98,981064.2
ITM015761,PRJ0493,Civil,Plastering,Internal cement plaster 12mm,sqm,156957.0,196.04,30769850.28
ITM015763,PRJ0493,Civil,Doors and Windows,Flush doors with frame,nos,89.0,11273.92,1003378.88
ITM015766,PRJ0493,Civil,Concrete,RCC M25 for footings/columns,cum,2646.15,7782.91,20594747.3
ITM015768,PRJ0493,Civil,Reinforcement,TMT steel bars Fe 500,kg,360178.69,59.91,21578305.32
ITM015769,PRJ0493,Civil,Roofing,RCC roof slab with waterproofing,sqm,76665.53,1339.65,102704977.26
ITM015770,PRJ0493,Civil,Earthwork,Backfilling with excavated earth,cum,1102.18,142.93,157534.59
ITM015771,PRJ0493,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,42090.89,751.81,31644352.01
ITM015780,PRJ0493,Electrical,Lighting,Emergency exit light,nos,46.0,899.39,41371.94
ITM015798,PRJ0493,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,2.0,84803.42,169606.84
ITM015808,PRJ0494,Civil,Structural Steel,Structural steel fabrication & erection,kg,418717.6,139.64,58469725.66
ITM015809,PRJ0494,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,27437.51,468.39,12851455.31
ITM015824,PRJ0495,Civil,Concrete,RCC M25 for slabs/beams,cum,4643.88,8347.91,38766692.29
ITM015832,PRJ0495,Civil,Plastering,External cement plaster 20mm,sqm,154182.8,266.28,41055795.98
ITM015834,PRJ0495,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,16808.08,329.86,5544313.27
ITM015835,PRJ0495,Civil,Flooring,Granite flooring,sqm,21563.09,2177.29,46949100.23
ITM015840,PRJ0495,Electrical,Cable Trays,GI perforated cable tray,meter,7634.82,423.05,3229910.6
ITM015844,PRJ0495,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,15.0,29896.8,448452.0
ITM015847,PRJ0495,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,46847.4,48.7,2281468.38
ITM015848,PRJ0495,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,110251.05,32.29,3560006.4
ITM015885,PRJ0496,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,3.0,91078.63,273235.89
ITM015886,PRJ0496,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,46.0,11555.85,531569.1
ITM015888,PRJ0496,Plumbing,Pumps,Centrifugal water pump set,nos,3.0,44445.82,133337.46
ITM015889,PRJ0497,Civil,Concrete,RCC M25 for footings/columns,cum,5137.71,8854.6,45492366.97
ITM015896,PRJ0497,Civil,Painting,Exterior weatherproof paint,sqm,143142.19,156.44,22393164.2
ITM015899,PRJ0497,Civil,Masonry,AAC block masonry (200mm),sqm,36723.5,608.71,22353961.69
ITM015920,PRJ0498,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,27520.46,425.45,11708579.71
ITM015929,PRJ0498,Civil,Earthwork,Excavation for foundation,cum,5426.43,206.77,1122022.93
ITM015936,PRJ0498,Electrical,Cable Trays,GI perforated cable tray,meter,22815.75,399.26,9109416.35
ITM015938,PRJ0498,Electrical,DG Set,Diesel generator set (backup),nos,2.0,681661.04,1363322.08
ITM015957,PRJ0499,Civil,Flooring,Vitrified tile flooring,sqm,25757.25,1272.81,32784085.37
ITM015958,PRJ0499,Civil,Plastering,Internal cement plaster 12mm,sqm,56744.24,190.84,10829070.76
ITM015960,PRJ0499,Civil,Doors and Windows,Aluminium windows with glazing,sqm,1969.94,4443.52,8753467.79
ITM015961,PRJ0499,Civil,Concrete,RCC M25 for slabs/beams,cum,1132.23,7530.27,8525997.6
ITM015967,PRJ0499,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,11089.01,703.3,7798900.73
ITM015978,PRJ0499,Electrical,Lighting,LED panel light 18W,nos,320.0,645.71,206627.2
ITM015991,PRJ0500,Civil,Earthwork,Backfilling with excavated earth,cum,426.32,164.32,70052.9
ITM015994,PRJ0500,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,15098.03,791.47,11949637.8
ITM015996,PRJ0500,Civil,Reinforcement,TMT steel bars Fe 500,kg,212578.19,67.77,14406423.94
ITM015998,PRJ0500,Civil,Plastering,Internal cement plaster 12mm,sqm,74674.31,190.41,14218735.37
ITM016002,PRJ0500,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,520.9,1421.57,740495.81
ITM016012,PRJ0500,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,14040.47,50.07,703006.33
ITM016021,PRJ0500,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,31.0,11532.08,357494.48
ITM016026,PRJ0501,Civil,Painting,Interior emulsion paint (2 coats),sqm,283294.67,145.19,41131553.14
ITM016032,PRJ0501,Civil,Doors and Windows,Flush doors with frame,nos,136.0,9005.84,1224794.24
ITM016038,PRJ0501,Electrical,Switchgear,Main LT panel (custom),nos,1.0,147310.56,147310.56
ITM016047,PRJ0501,Electrical,Switchgear,MCB distribution board (8-way),nos,120.0,2752.13,330255.6
ITM016064,PRJ0502,Civil,Flooring,Granite flooring,sqm,249.6,2067.66,516087.94
ITM016075,PRJ0502,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,2128.51,32.11,68346.46
ITM016079,PRJ0502,Electrical,Lighting,LED street/flood light 50W,nos,2.0,2278.75,4557.5
ITM016090,PRJ0503,Civil,Plastering,External cement plaster 20mm,sqm,124218.64,223.61,27776530.09
ITM016101,PRJ0503,Civil,Roofing,RCC roof slab with waterproofing,sqm,145614.38,1542.36,224589795.14
ITM016104,PRJ0503,Electrical,Lighting,LED panel light 18W,nos,1586.0,528.4,838042.4
ITM016106,PRJ0503,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,739056.27,739056.27
ITM016133,PRJ0504,Civil,Painting,Interior emulsion paint (2 coats),sqm,249692.05,124.12,30991777.25
ITM016140,PRJ0504,Electrical,Earthing,Earthing pit with GI strip,nos,29.0,4887.49,141737.21
ITM016144,PRJ0504,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,74039.93,53.84,3986309.83
ITM016149,PRJ0505,Civil,Concrete,RCC M25 for slabs/beams,cum,2526.32,9339.85,23595449.85
ITM016153,PRJ0505,Civil,Reinforcement,TMT steel bars Fe 500,kg,285479.59,68.57,19575335.49
ITM016158,PRJ0505,Civil,Earthwork,Backfilling with excavated earth,cum,1081.46,196.57,212582.59
ITM016163,PRJ0505,Civil,Plastering,External cement plaster 20mm,sqm,58398.81,290.55,16967774.25
ITM016170,PRJ0505,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,17383.24,51.1,888283.56
ITM016177,PRJ0505,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,10176.79,324.95,3306947.91
ITM016178,PRJ0505,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,79.0,7489.27,591652.33
ITM016181,PRJ0505,Plumbing,Pumps,Centrifugal water pump set,nos,4.0,34459.01,137836.04
ITM016184,PRJ0506,Civil,Earthwork,Backfilling with excavated earth,cum,4302.17,138.85,597356.3
ITM016191,PRJ0506,Civil,Plastering,Internal cement plaster 12mm,sqm,626636.35,269.11,168634108.15
ITM016198,PRJ0506,Electrical,Switchgear,Main LT panel (custom),nos,3.0,176589.23,529767.69
ITM016202,PRJ0506,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,253439.2,28.94,7334530.45
ITM016207,PRJ0506,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,3073.28,700.56,2153017.04
ITM016237,PRJ0507,Electrical,Lighting,LED panel light 18W,nos,2582.0,640.06,1652634.92
ITM016246,PRJ0507,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,267.0,4972.26,1327593.42
ITM016248,PRJ0507,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,40143.17,315.75,12675205.93
ITM016254,PRJ0508,Civil,Flooring,Vitrified tile flooring,sqm,200899.23,1458.19,292949248.19
ITM016255,PRJ0508,Civil,Plastering,Internal cement plaster 12mm,sqm,432354.1,273.68,118326670.09
ITM016256,PRJ0508,Civil,Painting,Interior emulsion paint (2 coats),sqm,441012.75,110.45,48709858.24
ITM016259,PRJ0508,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,23732.96,395.73,9391844.26
ITM016260,PRJ0508,Civil,Concrete,RCC M25 for footings/columns,cum,4852.51,8548.77,41482991.91
ITM016267,PRJ0508,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,17.0,31660.83,538234.11
ITM016271,PRJ0508,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,503478.26,503478.26
ITM016272,PRJ0508,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,45339.41,248.48,11265936.6
ITM016276,PRJ0509,Civil,Earthwork,Excavation for foundation,cum,47.72,201.25,9603.65
ITM016277,PRJ0509,Civil,Roofing,RCC roof slab with waterproofing,sqm,1720.94,1544.99,2658835.09
ITM016279,PRJ0509,Civil,Doors and Windows,Flush doors with frame,nos,2.0,12028.09,24056.18
ITM016281,PRJ0509,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,992.99,776.14,770699.26
ITM016286,PRJ0509,Electrical,Switchgear,Main LT panel (custom),nos,1.0,82806.91,82806.91
ITM016287,PRJ0509,Electrical,Switchgear,MCB distribution board (8-way),nos,1.0,2528.11,2528.11
ITM016290,PRJ0509,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,1.0,35418.14,35418.14
ITM016293,PRJ0509,Electrical,Cable Trays,GI perforated cable tray,meter,125.77,486.03,61127.99
ITM016302,PRJ0510,Civil,Earthwork,Backfilling with excavated earth,cum,3353.1,170.76,572575.36
ITM016306,PRJ0510,Civil,Concrete,RCC M25 for slabs/beams,cum,5495.82,8836.01,48561120.48
ITM016310,PRJ0510,Civil,Roofing,RCC roof slab with waterproofing,sqm,162581.62,1433.52,233064003.9
ITM016321,PRJ0510,Electrical,Lighting,Emergency exit light,nos,182.0,1386.27,252301.14
ITM016335,PRJ0510,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,25426.32,237.08,6028071.95
ITM016340,PRJ0511,Civil,Earthwork,Backfilling with excavated earth,cum,19.49,148.71,2898.36
ITM016344,PRJ0511,Civil,Reinforcement,TMT steel bars Fe 500,kg,5188.8,79.91,414637.01
ITM016345,PRJ0511,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,100.72,480.91,48437.26
ITM016351,PRJ0511,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,10.71,1560.63,16714.35
ITM016359,PRJ0511,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,1.0,95705.47,95705.47
ITM016365,PRJ0512,Civil,Doors and Windows,Aluminium windows with glazing,sqm,2530.39,3881.44,9821556.96
ITM016386,PRJ0512,Electrical,DG Set,Diesel generator set (backup),nos,1.0,367541.53,367541.53
ITM016392,PRJ0513,Civil,Reinforcement,TMT steel bars Fe 500,kg,189983.12,63.25,12016432.34
ITM016399,PRJ0513,Civil,Earthwork,Excavation for foundation,cum,596.03,260.18,155075.09
ITM016414,PRJ0513,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,633412.37,633412.37
ITM016417,PRJ0513,Electrical,Switchgear,Main LT panel (custom),nos,1.0,140469.93,140469.93
ITM016423,PRJ0514,Civil,Masonry,AAC block masonry (200mm),sqm,41224.8,664.68,27401300.06
ITM016425,PRJ0514,Civil,Painting,Interior emulsion paint (2 coats),sqm,247326.53,117.35,29023768.3
ITM016430,PRJ0514,Civil,Concrete,RCC M25 for slabs/beams,cum,3474.32,9668.55,33591636.64
ITM016433,PRJ0514,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,39149.59,819.15,32069386.65
ITM016444,PRJ0514,Electrical,Switchgear,MCB distribution board (8-way),nos,120.0,2414.97,289796.4
ITM016458,PRJ0515,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,2761.03,5218.09,14407303.03
ITM016459,PRJ0515,Civil,Structural Steel,Structural steel fabrication & erection,kg,665183.84,144.17,95899554.21
ITM016469,PRJ0515,Civil,Flooring,Vitrified tile flooring,sqm,256981.85,1606.82,412923576.22
ITM016471,PRJ0515,Civil,Masonry,AAC block masonry (200mm),sqm,91607.2,757.85,69424516.52
ITM016472,PRJ0515,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,95942.13,51.21,4913196.48
ITM016476,PRJ0515,Electrical,Cable Trays,GI perforated cable tray,meter,16397.37,614.14,10070280.81
ITM016480,PRJ0515,Electrical,Sockets and Switches,Modular switch/socket points,nos,4432.0,438.94,1945382.08
ITM016490,PRJ0515,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,230.0,5596.19,1287123.7
ITM016492,PRJ0515,Plumbing,Pumps,Centrifugal water pump set,nos,13.0,21237.75,276090.75
ITM016497,PRJ0516,Civil,Earthwork,Excavation for foundation,cum,9293.55,268.35,2493924.14
ITM016501,PRJ0516,Civil,Structural Steel,Structural steel fabrication & erection,kg,1323787.93,117.53,155584795.41
ITM016504,PRJ0516,Civil,Doors and Windows,Flush doors with frame,nos,445.0,11621.39,5171518.55
ITM016540,PRJ0517,Civil,Doors and Windows,Flush doors with frame,nos,108.0,10775.8,1163786.4
ITM016541,PRJ0517,Civil,Earthwork,Excavation for foundation,cum,1611.23,177.96,286734.49
ITM016542,PRJ0517,Electrical,Earthing,Earthing pit with GI strip,nos,33.0,3742.97,123518.01
ITM016548,PRJ0517,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,31074.69,45.23,1405508.23
ITM016554,PRJ0517,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,4.0,82324.87,329299.48
ITM016559,PRJ0518,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,53608.27,809.06,43372306.93
